,Employers,City,State,Jobs,Links
1337,Blend360,New York,NY,Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1058719&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_7dcda671&cb=1604353745361&jobListingId=3608378384
1338,Designstyles,New York,NY,Product Designer for Furniture and Home Decor,https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1044077&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_87c116e2&cb=1604353745371&jobListingId=3727176466
1339,Bloomberg,New York,NY,"Senior Quant Researcher, Enterprise Product",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1044074&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_ed323763&cb=1604353745362&jobListingId=3689266718
1340,Talent Inc.,New York,NY,Senior Product Manager - Job Seeker Experience,https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1135168&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e42607d&cb=1604353745362&jobListingId=3724928040
1341,Google,New York,NY,User Experience Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=37049&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_692582db&cb=1604353745362&jobListingId=3402525428
1342,Teza Technologies,New York,NY,Data Research Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1091127&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_e35460a0&cb=1604353745363&jobListingId=3583134049
1343,CFA Institute,New York,NY,"Head, Global Customer Experience",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1114084&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_e86e3e25&cb=1604353745363&jobListingId=3698004208
1344,Spotify,New York,NY,User Research - Summer Internship,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=148364&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_58f3c3f8&cb=1604353745364&jobListingId=3686234146
1345,The NPD Group,New York,NY,Director of User Research and UX,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1044074&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_8499c6fd&cb=1604353745365&jobListingId=3717494729
1346,The Rockefeller University,New York,NY,Senior Research Support Specialist,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1044074&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_5323ea05&cb=1604353745365&jobListingId=3635325128
1347,Match Group,New York,NY,User Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=148364&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_f6b44bdb&cb=1604353745365&jobListingId=3651500814
1348,Noom US,New York,NY,Product Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1068960&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_36bad472&cb=1604353745366&jobListingId=3515388705
1349,Google,New York,NY,Quantitative User Experience Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=37049&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_f96cf99b&cb=1604353745367&jobListingId=3402526392
1350,IDEO,New York,NY,Design Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1091461&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_b8441724&cb=1604353745367&jobListingId=3667554962
1351,Blend360,New York,NY,UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1058714&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_ecd5f41a&cb=1604353745368&jobListingId=3562588691
1352,The Knot Worldwide,New York,NY,Product Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1106950&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_adbf6569&cb=1604353745368&jobListingId=3688458396
1353,Ford Foundation,New York,NY,User Experience Manager,https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=242900&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3415381&cb=1604353745368&jobListingId=3592200109
1354,Aquent,New York,NY,UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1044072&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_79d0fa66&cb=1604353745369&jobListingId=3712415176
1355,Unqork,New York,NY,UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=8095&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_595518e7&cb=1604353745369&jobListingId=3611216315
1356,Open Society Foundation,New York,NY,Metadata & Research Support Associate,https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1132611&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_4026c426&cb=1604353745370&jobListingId=3711101982
1357,Thomson Reuters,New York,NY,User Experience (UX) Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=37049&s=58&guid=000001758aef5fa5b09cd8562c492665&src=GD_JOB_AD&t=SR&vt=w&cs=1_5ead7780&cb=1604353745370&jobListingId=3691559225
1358,Peloton,New York,NY,"User Researcher, Product",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c486718&cb=1604353760407&jobListingId=3724336176
1359,Citadel,New York,NY,NXT – User Interface (UI) Developer,https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=708312&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_d9740b05&cb=1604353760407&jobListingId=3403007628
1360,Hinge,New York,NY,Senior User Experience Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=134428&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_6063a7a5&cb=1604353760407&jobListingId=3649586229
1361,Facebook,New York,NY,Qualitative AI User Experience Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=132920&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_375b4202&cb=1604353760407&jobListingId=3698858426
1362,Clubhouse Software,New York,NY,Design Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=4120&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_749d3f71&cb=1604353760408&jobListingId=3705099764
1363,Peloton Interactive,New York,NY,UX Research Coordinator,https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=8095&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fcda62c2&cb=1604353760408&jobListingId=3723132246
1364,"Visual Lease, LLC",New York,NY,UI/UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=1065076&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_d215293c&cb=1604353760409&jobListingId=3647690330
1365,Creative Circle ,New York,NY,UX Researcher - (REMOTE),https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=991198&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_449df6e5&cb=1604353760410&jobListingId=3645631564
1366,Squarespace,New York,NY,UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_82ce24f8&cb=1604353760410&jobListingId=3724339949
1367,NorthOne,New York,NY,UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=8095&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_de14f2d7&cb=1604353760410&jobListingId=3694012028
1368,Google,New York,NY,"Senior User Experience Researcher, Google Cloud",https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=37049&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_9de4011d&cb=1604353760411&jobListingId=3727477527
1369,"Zenda, LLC",New York,NY,Design Research Director,https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=1044077&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ff351231&cb=1604353760422&jobListingId=3635391249
1370,Finra,New York,NY,"Senior Principal Research Analyst, Market Regulation",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1044074&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_e7bc6c8b&cb=1604353760412&jobListingId=3722737382
1371,LinkedIn,New York,NY,Staff User Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=4120&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_321ec20b&cb=1604353760412&jobListingId=3668668363
1372,PreciseSource,New York,NY,Quantitative Research Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1044076&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_93406a75&cb=1604353760419&jobListingId=3723965310
1373,Orchard,New York,NY,User Research Lead,https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_07219949&cb=1604353760413&jobListingId=3667547865
1374,Salesforce,New York,NY,User Experience Architect,https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=133319&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_5038c59e&cb=1604353760413&jobListingId=3513570295
1375,Google,New York,NY,"Senior User Experience Researcher, Search and Assistant",https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=37049&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1e3836b&cb=1604353760414&jobListingId=3726086057
1376,Zocdoc,New York,NY,UX Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=8095&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f8c7d51c&cb=1604353760414&jobListingId=3638437922
1377,Vector Media,New York,NY,Research Assistant,https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1044077&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_67bd49aa&cb=1604353760415&jobListingId=3717107301
1378,Vimeo,New York,NY,Growth Product Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=8095&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_089615f8&cb=1604353760415&jobListingId=3695257387
1379,Twitter Inc,New York,NY,Experience Researcher (META),https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=37049&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_7f4908b4&cb=1604353760416&jobListingId=3714052362
1380,Daily Harvest,New York,NY,User Experience (UX) Copywriter,https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b6f4c6d7&cb=1604353760416&jobListingId=3667578470
1381,Bloomberg,New York,NY,UX & UI Designer (6 Months - NYC),https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_a30dbd27&cb=1604353760417&jobListingId=3667795837
1382,Buoy Health,New York,NY,Clinician Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_4dc09041&cb=1604353760417&jobListingId=3668650090
1383,Columbia University,New York,NY,Research Scholar,https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3ddc4ff&cb=1604353760418&jobListingId=3667644210
1384,Creative Circle ,New York,NY,Remote User Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=991198&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_9465c532&cb=1604353760418&jobListingId=3641564342
1385,Aquent,New York,NY,UX Researcher (qual / quant mix) for fintech,https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1044072&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d30ee1a&cb=1604353760419&jobListingId=3701470900
1386,XL Catlin,New York,NY,Associate Scientist - Digital User Experience,https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1091461&s=58&guid=000001758aef9ac2b2f9eb0cb1d2883b&src=GD_JOB_AD&t=SR&vt=w&cs=1_88a42924&cb=1604353760420&jobListingId=3693550693
1387,Peloton,New York,NY,"Senior User Researcher, Product",https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4f7111eb&cb=1604353769496&jobListingId=3667533626
1388,Joint Academy,New York,NY,"UX Researcher (Freelance, US)",https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=14295&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d742164&cb=1604353769501&jobListingId=3710565007
1389,Namely,New York,NY,"Senior Product Designer, Payroll",https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=1092259&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a02c5d9b&cb=1604353769501&jobListingId=3676661116
1390,New Jersey Institute of Technology,New York,NY,UI/UX Research Assistant,https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3039ffd&cb=1604353769501&jobListingId=3667298196
1391,Match Group,New York,NY,Senior User Experience Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=148364&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_62cf3e1a&cb=1604353769502&jobListingId=3650155734
1392,Salesforce,New York,NY,CSG - UX Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=133319&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_4af3a359&cb=1604353769502&jobListingId=3730399251
1393,Alibaba,New York,NY,ICBU Product Researcher Alibaba.com,https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_ed0c306f&cb=1604353769502&jobListingId=3667635290
1394,Spotify,New York,NY,Proposition Insights Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=148364&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_17232849&cb=1604353769503&jobListingId=3727424691
1395,Aquent,New York,NY,"Specialist, Design Research, Consumer Insights- Retail Fashion",https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1044072&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_920bb0a5&cb=1604353769505&jobListingId=3724195499
1396,Square,New York,NY,"Design Researcher (Investing), Cash App",https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=52448&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d2ca3a4&cb=1604353769505&jobListingId=3727196099
1397,"IT Resource Solutions.net, Inc.",New York,NY,UX/UI Designer (Remote),https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1044076&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6cb94944&cb=1604353769515&jobListingId=3715299913
1398,Fiserv,New York,NY,User Experience Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=134075&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_99bcb33b&cb=1604353769507&jobListingId=3721369576
1399,Facebook,New York,NY,"UX Researcher, Instagram Well-being Research Team Equity",https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=132920&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_83f47043&cb=1604353769509&jobListingId=3717837741
1400,Amazon,New York,NY,"UX Researcher, Amazon Fashion",https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=133043&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_ffa11c33&cb=1604353769511&jobListingId=3708029019
1401,Goldman Sachs,New York,NY,CIMD - GS Invest - UX/Product Designer - Associate - NYC,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a218855a&cb=1604353769513&jobListingId=3667521205
1402,Bloomberg,New York,NY,Quant Researcher - CTO Office,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=37049&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_93b6eb33&cb=1604353769514&jobListingId=3724285667
1403,IBM,New York,NY,Design Research Co-Op,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=128418&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_31907814&cb=1604353769516&jobListingId=3677387289
1404,Wheels Up Partners LLC,New York,NY,Vice President of User Experience,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_113106a3&cb=1604353769518&jobListingId=3712587291
1405,BrainStation,New York,NY,"Educator, UX Designer",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_758400f5&cb=1604353769519&jobListingId=3667536291
1406,Facebook,New York,NY,"UX Researcher, Intern",https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=132920&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_f11ec183&cb=1604353769519&jobListingId=3689526609
1407,Wix,New York,NY,"User & Product Insights, Manager",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_fcb62724&cb=1604353769520&jobListingId=3712188496
1408,Spotify,New York,NY,Senior User Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_fe1dc877&cb=1604353769521&jobListingId=3697670403
1409,IBM,New York,NY,User Experience Designer Co-Op,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=128418&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c1e8627&cb=1604353769522&jobListingId=3677387264
1410,Blackstone,New York,NY,Research and User Experience Director,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=4120&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_98151a3f&cb=1604353769523&jobListingId=3437111529
1411,Cedar,New York,NY,Product Designer (Initiatives),https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=8095&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_e04ceceb&cb=1604353769524&jobListingId=3625052365
1412,Brookhaven National Laboratory,New York,NY,User Program Administrator Upton,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=1091461&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_10080018&cb=1604353769525&jobListingId=3721133650
1413,Aquent,New York,NY,UX - UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=1044072&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_82d72a1d&cb=1604353769525&jobListingId=3716268868
1414,Facebook,New York,NY,"UX Researcher, Instagram (Mixed Methods)",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=132920&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_88019e8c&cb=1604353769526&jobListingId=3683118809
1415,B&H Photo Video,New York,NY,User Experience Designer and Team Lead,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=186601&s=58&guid=000001758aefbe27a799f6bd0489e8d5&src=GD_JOB_AD&t=SR&vt=w&cs=1_26c5784e&cb=1604353769526&jobListingId=3498087093
1416,New York University,New York,NY,Programmer/Data Scientist (Researcher),https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=1091461&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&cs=1_61389f83&cb=1604353780804&jobListingId=3667562409
1417,Skillit Recruiting,New York,NY,UX/UI Designer,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=1044076&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6979d2b1&cb=1604353780805&jobListingId=3723809270
1418,Capco,New York,NY,Senior User Experience (UX) Researcher,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=8095&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&cs=1_318cb4d5&cb=1604353780805&jobListingId=3693215627
1419,Clear Point,New York,NY,UX RESEARCHER AND PRODUCT ANALYTICS SPECIALIST,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=36811&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&cs=1_d21ff232&cb=1604353780806&jobListingId=3701362410
1420,Verizon,New York,NY,Lead Experience Designer - Design System,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1044074&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&cs=1_673f5d0c&cb=1604353780807&jobListingId=3730344712
1421,Updater,New York,NY,Senior/Lead Product Manager - Core Experience,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1091461&s=58&guid=000001758aefe9be84eb3400246807a0&src=GD_JOB_AD&t=SR&vt=w&cs=1_2395ce64&cb=1604353780808&jobListingId=3667584474
